paper_id,title,decision,gt_binary,avg_score,score_0,score_1,score_2,score_3,score_4,score_5
ZFKZ8dQ1EL,FedBARRE: Privacy–Utility Optimized Perturbation Ensemble against Gradient Leakage Attacks in Federated Learning,Reject,Reject,2.00,2,2,2,2,,
ZNjK0aiPBB,Beyond Data Silos : Leveraging Disparate Data Sources for ITE Estimation,Reject,Reject,2.50,2,2,4,2,,
aKCYSL14HX,DiskHIVF: Disk-Resident Hierarchical Inverted File Index For Billion-scale Approximate Nearest Neighbor Search,Reject,Reject,2.00,2,2,2,2,,
aTyV6Omm6m,AR Models can be Faster and More Accurate Parallel Decoders than Diffusion LLMs,Reject,Reject,2.50,2,0,4,4,,
aY6RcnTH4v,"ReefNet: A Large-Scale, Taxonomically Enriched Dataset and Benchmark for Hard Coral Classification",Reject,Reject,2.50,2,0,4,4,,
ae6bKeffGZ,Arithmetic-Bench: Evaluating Multi-Step Reasoning in LLMs with Basic Arithmetic,Reject,Reject,2.50,2,2,2,4,,
bU8tRjuanU,Low-Rank Attention and Contrastive Alignment for Deep Multi-View Clustering,Reject,Reject,2.40,4,2,2,2,2,
boxKMr17zV,Graph Attention with Knowledge-Aware Domain Adaptation for Drug-Target Interaction Prediction,Reject,Reject,2.50,4,0,4,2,,
clCsSQ5rKg,"NeuMa, Born to Work",Reject,Reject,2.00,2,2,2,,,
dBJpBmn5MH,Building Neural Networks that are Robust to Adversarial Examples Using Probabilistic Loss Function,Reject,Reject,1.00,2,2,0,0,,
dI5GvUg7ps,RewardRank: Optimizing True Learning-to-Rank Utility,Reject,Reject,2.50,0,2,4,4,,
do4hqhMBiu,A Diffusion-Based Data Augmentation Approach for Synthetic Human Portraits Dataset,Reject,Reject,0.00,0,0,0,,,
dtl4IcoQpp,F6-Net: Algorithmic Reasoning through Gated Pathways and Min-Reduction,Reject,Reject,2.00,0,2,2,4,,
eJ1yDj6vtH,Test-Time Scaling for Multistep Reasoning in Small Language Models via A* Search,Reject,Reject,2.40,2,2,2,4,2,
fDfctZ8Fhg,Not All Who Wander Are Lost: Hallucinations as Neutral Dynamics in Residual Transformers,Reject,Reject,2.50,6,2,2,0,,
hRIhAppr3a,Domain Knowledge Infused Conditional Generative Models for Accelerating Drug Discovery,Reject,Reject,1.50,0,4,2,0,,
hi6opqxk5X,Provably Fast Density-Based Clustering in High Dimensions,Reject,Reject,2.80,2,4,2,2,4,
hqHu9qLfK8,"One Snapshot, Many Clues: Inverse Protocol Prediction from Single-View Spheroid Images",Reject,Reject,2.40,4,2,4,2,0,
iU6DisYw06,Do Language Models Trust Their Own Justifications? A Study on Functional Consistency,Reject,Reject,1.00,0,0,2,2,,
im2a2MHoke,Zero-Shot Non-Autoregressive TTS Beyond Autoregressive Models Using Soft Alignment Generation and Residual Modeling,Reject,Reject,2.50,2,2,4,2,,
ioZfV8LMqR,Improving Few-Shot Design Optimization By Exploiting Auxiliary Information,Reject,Reject,2.50,2,2,4,2,,
km8rXu0RnF,LOGIT: Learning to Generate Gradients for Federated Learning with Arbitrary Client Unavailability,Reject,Reject,2.50,2,2,4,2,,
l7EKvYs63z,Effective Diffusion-free Score Matching for Exact Conditional Sampling,Reject,Reject,2.50,2,4,2,2,,
lAd8vjQhQG,Reasoning Capabilities of Large Language Models in Dynamic Games of Imperfect Information: A Case Study on Dou Dizhu,Reject,Reject,2.00,2,2,2,2,,
lJxRCW0UOI,Large Language Models outperform state-of-the-art methods on multiclass sentiment polarity detection,Reject,Reject,1.33,2,2,0,,,
lZrZgZ9wIu,Conversion of sparse Artificial Neural Network to sparse Spiking Neural Network can save up to 99% of energy,Reject,Reject,2.00,2,2,2,2,,
mK7i1td7uQ,ConforFormer: Representation for Molecules Through Understanding of Conformers,Reject,Reject,2.50,2,2,2,4,,
mMLzMZrH5Y,UniTSGAN: A Unified Transformer-based Framework for Imbalanced Time Series Generation and Classification,Reject,Reject,2.00,2,0,2,4,,
neTgHJlQch,Mind the gap: A method for evaluating and comparing regional knowledge in LLMs,Reject,Reject,2.67,2,4,2,,,
q1Waov7fd2,Normalized Matching Transformer,Reject,Reject,2.00,2,2,2,2,,
qIF2t8scgb,Beyond Softmax: A Natural Parameterization for Categorical Random Variables,Reject,Reject,2.00,2,2,2,,,
r5Ii1GTEWj,Motion-R1: Latent-Intent Motion Generation with Physical Consistency,Reject,Reject,2.00,2,2,2,2,,
s344pGE2JA,"""What Is The Performance Ceiling of My Classifier?"" Utilizing Category-Wise Influence Functions for Pareto Frontier Analysis",Reject,Reject,2.50,2,2,2,4,,
sSJLsphFyC,Maximum Variance Unfolding on Disjoint Manifolds,Reject,Reject,2.00,2,2,2,2,,
sknMpr8NWU,Multi-Agent Evolve: LLM Self-Improve through Multi-Agent Co-evolution,Reject,Reject,2.50,2,2,2,4,,
tNnXu5bKoo,FuseGPT: Prune-and-Fuse Knowledge Redistribution for Efficient Transformers,Reject,Reject,2.67,4,2,2,,,
uMj2gwldEY,Federated DRL-based Coordination of Multi-UAVs for Wildfire Tracking,Reject,Reject,2.67,2,6,0,,,
vhv48Bxpud,StructZip: Compressing Large-Scale Structured Prompts to One Token via Learning Natural Language Descriptions,Reject,Reject,2.00,2,0,4,,,
wkRrpXD8Np,Can Large Reasoning Models Self-Train?,Reject,Reject,2.67,2,2,4,,,
xDO0239YOm,Title: HypoGeneAgent: Hypothesis Language Agent for Gene-set Cluster Resolution Selection Using Perturb-seq Datasets,Reject,Reject,1.33,2,0,2,,,
xniQIl8oTw,CORectifier: Hierarchical Trajectory Rectifications Boost Reinforcement Learning for Combinatorial Optimization,Reject,Reject,2.50,2,2,2,4,,
yACLq4HoKi,Forecasting Diabetic Complications from Brazilian Billing Codes with Time-Aware Attention,Reject,Reject,1.33,0,2,2,,,
yP15n9p1Lr,Patching LLM like Software: A Lightweight Method for improving existing policy in Large Language Models,Reject,Reject,2.50,4,2,2,2,,
yQuTa0yukr,IsingFormer: Augmenting Parallel Tempering with Learned Proposals,Reject,Reject,2.50,4,2,2,2,,
zZ2RhS3nRI,MIAU: Membership Inference Attack Unlearning Score for Quantifying the Forgetting Quality of Unlearning Methods,Reject,Reject,2.50,2,2,2,4,,
znuYrkEWmZ,Unpacking In-Context Learning: Underlying Mechanism and Out-of-Distribution Generalization via Blended Training on Function Mixture,Reject,Reject,2.40,2,2,4,2,2,
